"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Denominator","Payment","Lower Estimate","Higher Estimate","Footnote","Measure Start Date","Measure End Date"
"020027","MT EDGECUMBE HOSPITAL","222 TONGASS DR","SITKA","AK","99835","SITKA","9079662411","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"021301","PROVIDENCE VALDEZ MEDICAL CENTER","PO BOX 550","VALDEZ","AK","99686","VALDEZ CORDOVA","9078352249","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"021302","PROVIDENCE SEWARD HOSPITAL","417 FIRST AVENUE, PO BOX 365","SEWARD","AK","99664","KENAI PENINSULA","9072245205","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"021303","SITKA COMMUNITY HOSPITAL","209 MOLLER DRIVE","SITKA","AK","99835","SITKA","9077473241","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"021306","PROVIDENCE KODIAK ISLAND MEDICAL CTR","1915 EAST REZANOF DRIVE","KODIAK","AK","99615","KODIAK ISLAND","9074869592","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"021308","NORTON SOUND REGIONAL HOSPITAL","1000 GREG KRUSCHEK AVENUE (P O BOX 966)","NOME","AK","99762","NOME","9074433311","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"021309","KANAKANAK HOSPITAL","P O BOX 130","DILLINGHAM","AK","99576","DILLINGHAM","9078425201","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"021311","PEACEHEALTH KETCHIKAN MEDICAL CENTER","3100 TONGASS AVENUE","KETCHIKAN","AK","99901","KETCHIKAN GATEWAY","9072255171","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"021312","SAMUEL SIMMONDS MEMORIAL HOSPITAL","7000 UULA ST","BARROW","AK","99723","NORTH SLOPE","9078524611","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"021313","SOUTH PENINSULA HOSPITAL","4300 BARTLETT ST","HOMER","AK","99603","KENAI PENINSULA","9072358101","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"030001","MARYVALE HOSPITAL","5102 WEST CAMPBELL AVENUE","PHOENIX","AZ","85031","MARICOPA","6238485957","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"030002","BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","PHOENIX","AZ","85006","MARICOPA","6022392000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","176","25088","22778","27595","","07/01/2010","06/30/2013"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ","85712","PIMA","5203275461","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","366","23124","21543","24814","","07/01/2010","06/30/2013"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ","86326","YAVAPAI","9286396000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","130","21738","19622","24008","","07/01/2010","06/30/2013"
"030010","CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","TUCSON","AZ","85745","PIMA","5208723000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","150","21369","19385","23492","","07/01/2010","06/30/2013"
"030011","CARONDELET ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","TUCSON","AZ","85711","PIMA","5208733000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","174","21378","19469","23344","","07/01/2010","06/30/2013"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ","86301","YAVAPAI","9287715676","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","305","23710","21996","25487","","07/01/2010","06/30/2013"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ","85364","YUMA","9283367275","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","451","22673","21265","24189","","07/01/2010","06/30/2013"
"030014","JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","PHOENIX","AZ","85020","MARICOPA","6029432381","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","88","23248","20690","26045","","07/01/2010","06/30/2013"
"030016","BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","CASA GRANDE","AZ","85222","PINAL","5203816453","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","88","22892","20311","25824","","07/01/2010","06/30/2013"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","PHOENIX","AZ","85008","MARICOPA","6023445011","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF","AZ","86001","COCONINO","9287732009","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","162","24086","21795","26579","","07/01/2010","06/30/2013"
"030024","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX","AZ","85013","MARICOPA","6024063000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","129","21907","19725","24401","","07/01/2010","06/30/2013"
"030030","PHOENIX BAPTIST HOSPITAL","2000 WEST BETHANY HOME ROAD","PHOENIX","AZ","85015","MARICOPA","6022490212","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","162","24120","21876","26632","","07/01/2010","06/30/2013"
"030033","PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","GILA","9284743222","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","40","22333","19336","25623","","07/01/2010","06/30/2013"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER","AZ","85224","MARICOPA","4809634561","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","214","22532","20660","24493","","07/01/2010","06/30/2013"
"030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX","AZ","85006","MARICOPA","6022518156","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","47","27217","23361","31726","","07/01/2010","06/30/2013"
"030038","SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE","AZ","85251","MARICOPA","4808824000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","169","21480","19636","23441","","07/01/2010","06/30/2013"
"030043","SIERRA VISTA REGIONAL HEALTH CENTER","300 EL CAMINO REAL","SIERRA VISTA","AZ","85635","COCHISE","5204173001","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","143","21967","19936","24184","","07/01/2010","06/30/2013"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ","86409","MOHAVE","9287572101","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","164","22518","20564","24703","","07/01/2010","06/30/2013"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","SUN CITY","AZ","85351","MARICOPA","6239777211","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","383","22438","20964","23906","","07/01/2010","06/30/2013"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE ROAD","SHOW LOW","AZ","85901","NAVAJO","9285374375","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","69","22308","19686","25096","","07/01/2010","06/30/2013"
"030064","UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE","1501 NORTH CAMPBELL AVENUE","TUCSON","AZ","85724","PIMA","5206940111","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","201","23983","21871","26161","","07/01/2010","06/30/2013"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","MESA","AZ","85202","MARICOPA","4804123000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","162","22403","20368","24704","","07/01/2010","06/30/2013"
"030068","MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE","SAFFORD","AZ","85546","GRAHAM","9283484000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","LAKE HAVASU CITY","AZ","86403","MOHAVE","9288558185","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","260","18892","17498","20291","","07/01/2010","06/30/2013"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE","AZ","86504","APACHE","9287298000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","TUBA CITY","AZ","86045","COCONINO","9282832501","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"030074","SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548","SELLS","AZ","85634","PIMA","5203837200","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"030077","SAN CARLOS INDIAN HOSPITAL","223 CIBECUE CIRCLE ROAD","SAN CARLOS","AZ","85550","GILA","9284757347","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","PHOENIX","AZ","85016","MARICOPA","6022631200","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"030083","PARADISE VALLEY HOSPITAL","3929 EAST BELL ROAD","PHOENIX","AZ","85032","MARICOPA","6029235000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","47","23249","20082","26767","","07/01/2010","06/30/2013"
"030084","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","CHINLE","AZ","86503","APACHE","9286747001","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","TUCSON","AZ","85741","PIMA","5207429000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","146","22099","19993","24425","","07/01/2010","06/30/2013"
"030087","SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","SCOTTSDALE","AZ","85260","MARICOPA","4803233009","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","234","22223","20369","24121","","07/01/2010","06/30/2013"
"030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","MESA","AZ","85206","MARICOPA","4803212000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","41","22481","19506","25859","","07/01/2010","06/30/2013"
"030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ","85306","MARICOPA","6025885555","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","188","24146","21917","26526","","07/01/2010","06/30/2013"
"030092","JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 NORTH 27TH AVENUE","PHOENIX","AZ","85027","MARICOPA","6238795574","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","95","22567","20168","25457","","07/01/2010","06/30/2013"
"030093","BANNER DEL E WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","SUN CITY WEST","AZ","85375","MARICOPA","6232144000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","366","20078","18879","21363","","07/01/2010","06/30/2013"
"030094","ARROWHEAD HOSPITAL","18701 NORTH 67TH AVENUE","GLENDALE","AZ","85308","MARICOPA","6235611000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","74","22770","20054","26011","","07/01/2010","06/30/2013"
"030101","WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ","86442","MOHAVE","9287632273","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","183","20923","19164","22875","","07/01/2010","06/30/2013"
"030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ","85054","MARICOPA","4803422000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","190","22390","20572","24465","","07/01/2010","06/30/2013"
