Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","Phenix City","AL","36867","RUSSELL","0.85591","Not Available","Not Available","Not Available","0.87697","Not Available","Not Available","Not Available","0.88754","Not Available","Not Available","Not Available","0.45139","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","Atmore","AL","36502","ESCAMBIA","0.85827","Not Available","Not Available","Not Available","0.89717","8 out of 10","8 out of 9","8 out of 10","0.90569","10 out of 10","Not Available","10 out of 10","0.60951","1 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","Anchorage","AK","99508","ANCHORAGE","0.85970","8 out of 10","6 out of 9","8 out of 10","0.87492","0 out of 10","3 out of 9","3 out of 10","0.90876","10 out of 10","9 out of 9","10 out of 10","0.74680","0 out of 10","0 out of 9","0 out of 10","0.407","1 out of 10","0 out of 9","1 out of 10"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","Palmer","AK","99645","MATANUSKA-SUSITNA","0.85562","Not Available","Not Available","Not Available","0.85110","0 out of 10","0 out of 9","0 out of 10","0.87830","0 out of 10","0 out of 9","0 out of 10","0.86563","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","Juneau","AK","99801","JUNEAU","0.85686","Not Available","Not Available","Not Available","0.88305","Not Available","Not Available","Not Available","0.87760","Not Available","Not Available","Not Available","0.45632","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","Fairbanks","AK","99701","FAIRBANKS","0.85825","7 out of 10","7 out of 9","7 out of 10","0.87422","Not Available","Not Available","Not Available","0.86205","Not Available","Not Available","Not Available","0.58112","2 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","Anchorage","AK","99508","ANCHORAGE","0.86281","10 out of 10","Not Available","10 out of 10","0.87856","Not Available","Not Available","Not Available","0.86970","Not Available","Not Available","Not Available","0.51458","6 out of 10","6 out of 9","6 out of 10","0.329","3 out of 10","7 out of 9","7 out of 10"
"020018","YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","Bethel","AK","99559","BETHEL","Not Available","Not Available","Not Available","Not Available","0.88587","Not Available","Not Available","Not Available","0.88444","Not Available","Not Available","Not Available","0.50057","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","Soldotna","AK","99669","KENAI-COOK INLET","0.86070","Not Available","Not Available","Not Available","0.87488","Not Available","Not Available","Not Available","0.87171","0 out of 10","0 out of 9","0 out of 10","0.53935","5 out of 10","3 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","Anchorage","AK","99508","ANCHORAGE","0.86227","Not Available","Not Available","Not Available","0.87544","Not Available","Not Available","Not Available","0.87943","0 out of 10","1 out of 9","1 out of 10","0.48101","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"030001","MARYVALE HOSPITAL","5102 WEST CAMPBELL AVENUE","Phoenix","AZ","85031","MARICOPA","0.85142","Not Available","Not Available","Not Available","0.88312","Not Available","Not Available","Not Available","0.89005","Not Available","Not Available","Not Available","0.47028","8 out of 10","9 out of 9","9 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"030002","BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","Phoenix","AZ","850062666","MARICOPA","0.85653","6 out of 10","0 out of 9","6 out of 10","0.86945","0 out of 10","0 out of 9","0 out of 10","0.86535","0 out of 10","0 out of 9","0 out of 10","0.39194","10 out of 10","9 out of 9","10 out of 10","0.640","0 out of 10","0 out of 9","0 out of 10"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","Tucson","AZ","85712","PIMA","0.85571","5 out of 10","0 out of 9","5 out of 10","0.86294","0 out of 10","1 out of 9","1 out of 10","0.87607","0 out of 10","0 out of 9","0 out of 10","0.77154","0 out of 10","2 out of 9","2 out of 10","0.467","0 out of 10","4 out of 9","4 out of 10"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","Cottonwood","AZ","863264124","YAVAPAI","0.85501","5 out of 10","7 out of 9","7 out of 10","0.86107","0 out of 10","0 out of 9","0 out of 10","0.83612","0 out of 10","0 out of 9","0 out of 10","0.37724","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","Not Available","10 out of 10"
"030010","CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","Tucson","AZ","85745","PIMA","0.85607","6 out of 10","8 out of 9","8 out of 10","0.89065","5 out of 10","3 out of 9","5 out of 10","0.90619","10 out of 10","9 out of 9","10 out of 10","0.52241","6 out of 10","0 out of 9","6 out of 10","0.230","5 out of 10","5 out of 9","5 out of 10"
"030011","CARONDELET ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","Tucson","AZ","85711","PIMA","0.85282","4 out of 10","5 out of 9","5 out of 10","0.88370","2 out of 10","0 out of 9","2 out of 10","0.85529","0 out of 10","0 out of 9","0 out of 10","0.51039","6 out of 10","7 out of 9","7 out of 10","0.166","6 out of 10","2 out of 9","6 out of 10"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","Prescott","AZ","863011641","YAVAPAI","0.84963","2 out of 10","5 out of 9","5 out of 10","0.87457","0 out of 10","1 out of 9","1 out of 10","0.88619","2 out of 10","4 out of 9","4 out of 10","0.49200","7 out of 10","8 out of 9","8 out of 10","0.552","0 out of 10","5 out of 9","5 out of 10"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","Yuma","AZ","853647127","YUMA","0.84416","0 out of 10","0 out of 9","0 out of 10","0.85377","0 out of 10","0 out of 9","0 out of 10","0.88736","2 out of 10","4 out of 9","4 out of 10","0.32944","10 out of 10","9 out of 9","10 out of 10","0.516","0 out of 10","0 out of 9","0 out of 10"
"030014","JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","Phoenix","AZ","850202871","MARICOPA","0.84304","Not Available","Not Available","Not Available","0.88646","3 out of 10","0 out of 9","3 out of 10","0.87661","0 out of 10","0 out of 9","0 out of 10","0.37791","10 out of 10","9 out of 9","10 out of 10","0.580","0 out of 10","4 out of 9","4 out of 10"
"030016","BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","Casa Grande","AZ","85222","PINAL","0.83696","Not Available","Not Available","Not Available","0.88999","5 out of 10","0 out of 9","5 out of 10","0.85138","0 out of 10","0 out of 9","0 out of 10","0.71946","0 out of 10","0 out of 9","0 out of 10","0.467","0 out of 10","2 out of 9","2 out of 10"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","Phoenix","AZ","85008","MARICOPA","0.83862","Not Available","Not Available","Not Available","0.88182","Not Available","Not Available","Not Available","0.88497","Not Available","Not Available","Not Available","0.49473","7 out of 10","8 out of 9","8 out of 10","1.519","0 out of 10","0 out of 9","0 out of 10"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","Flagstaff","AZ","86002","COCONINO","0.85445","5 out of 10","1 out of 9","5 out of 10","0.87420","0 out of 10","0 out of 9","0 out of 10","0.87786","0 out of 10","0 out of 9","0 out of 10","0.46109","9 out of 10","8 out of 9","9 out of 10","0.162","6 out of 10","4 out of 9","6 out of 10"
"030024","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","Phoenix","AZ","850134496","MARICOPA","0.85169","3 out of 10","2 out of 9","3 out of 10","0.87882","0 out of 10","0 out of 9","0 out of 10","0.88687","2 out of 10","0 out of 9","2 out of 10","0.64134","0 out of 10","3 out of 9","3 out of 10","0.409","1 out of 10","4 out of 9","4 out of 10"
"030030","PHOENIX BAPTIST HOSPITAL","2000 WEST BETHANY HOME ROAD","Phoenix","AZ","85015","MARICOPA","0.86133","9 out of 10","9 out of 9","9 out of 10","0.88168","1 out of 10","0 out of 9","1 out of 10","0.88564","2 out of 10","4 out of 9","4 out of 10","0.37261","10 out of 10","9 out of 9","10 out of 10","0.878","0 out of 10","0 out of 9","0 out of 10"
"030033","PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","Payson","AZ","855415542","GILA","0.86674","Not Available","Not Available","Not Available","0.88843","Not Available","Not Available","Not Available","0.89632","6 out of 10","Not Available","6 out of 10","0.48603","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","Chandler","AZ","85224","MARICOPA","0.85125","3 out of 10","4 out of 9","4 out of 10","0.88620","3 out of 10","0 out of 9","3 out of 10","0.88592","2 out of 10","0 out of 9","2 out of 10","0.40553","10 out of 10","9 out of 9","10 out of 10","0.208","5 out of 10","7 out of 9","7 out of 10"
"030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","Phoenix","AZ","850063702","MARICOPA","0.86041","Not Available","Not Available","Not Available","0.87278","Not Available","Not Available","Not Available","0.88270","Not Available","Not Available","Not Available","0.55505","4 out of 10","0 out of 9","4 out of 10","1.147","0 out of 10","0 out of 9","0 out of 10"
"030038","SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","Scottsdale","AZ","85251","MARICOPA","0.85803","7 out of 10","7 out of 9","7 out of 10","0.87743","0 out of 10","0 out of 9","0 out of 10","0.88741","2 out of 10","2 out of 9","2 out of 10","0.25983","10 out of 10","9 out of 9","10 out of 10","0.602","0 out of 10","0 out of 9","0 out of 10"
"030043","SIERRA VISTA REGIONAL HEALTH CENTER","300 EL CAMINO REAL","Sierra Vista","AZ","85635","COCHISE","0.84792","1 out of 10","2 out of 9","2 out of 10","0.87655","0 out of 10","2 out of 9","2 out of 10","0.86513","0 out of 10","0 out of 9","0 out of 10","0.46970","8 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","Kingman","AZ","86409","MOHAVE","0.85563","5 out of 10","5 out of 9","5 out of 10","0.87662","0 out of 10","0 out of 9","0 out of 10","0.87206","0 out of 10","0 out of 9","0 out of 10","0.63700","0 out of 10","2 out of 9","2 out of 10","0.334","3 out of 10","0 out of 9","3 out of 10"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","Sun City","AZ","85351","MARICOPA","0.84225","0 out of 10","0 out of 9","0 out of 10","0.88498","2 out of 10","0 out of 9","2 out of 10","0.86562","0 out of 10","0 out of 9","0 out of 10","0.41473","10 out of 10","9 out of 9","10 out of 10","0.546","0 out of 10","0 out of 9","0 out of 10"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE ROAD","Show Low","AZ","859017800","NAVAJO","0.83794","0 out of 10","Not Available","0 out of 10","0.87901","Not Available","Not Available","Not Available","0.87760","0 out of 10","0 out of 9","0 out of 10","0.34420","10 out of 10","9 out of 9","10 out of 10","0.929","0 out of 10","Not Available","0 out of 10"
"030064","UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE","1501 NORTH CAMPBELL AVENUE","Tucson","AZ","857245146","PIMA","0.86653","10 out of 10","9 out of 9","10 out of 10","0.88377","2 out of 10","2 out of 9","2 out of 10","0.90117","8 out of 10","7 out of 9","8 out of 10","0.59730","2 out of 10","0 out of 9","2 out of 10","0.841","0 out of 10","1 out of 9","1 out of 10"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","Mesa","AZ","85202","MARICOPA","0.84654","0 out of 10","3 out of 9","3 out of 10","0.88652","3 out of 10","5 out of 9","5 out of 10","0.88372","1 out of 10","0 out of 9","1 out of 10","0.45268","9 out of 10","9 out of 9","9 out of 10","0.619","0 out of 10","0 out of 9","0 out of 10"
"030068","MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE","Safford","AZ","855464097","GRAHAM","0.85566","Not Available","Not Available","Not Available","0.86781","Not Available","Not Available","Not Available","0.87590","Not Available","Not Available","Not Available","0.45440","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","Lake Havasu City","AZ","864035683","MOHAVE","0.84038","0 out of 10","2 out of 9","2 out of 10","0.87072","0 out of 10","0 out of 9","0 out of 10","0.86990","0 out of 10","0 out of 9","0 out of 10","0.39062","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","Ft. Defiance","AZ","865040649","APACHE","0.85634","Not Available","Not Available","Not Available","0.88408","Not Available","Not Available","Not Available","0.90332","9 out of 10","8 out of 9","9 out of 10","0.47137","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","Tuba City","AZ","860450600","COCONINO","Not Available","Not Available","Not Available","Not Available","0.87829","Not Available","Not Available","Not Available","0.88654","2 out of 10","5 out of 9","5 out of 10","0.45009","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","Phoenix","AZ","850165389","MARICOPA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.89154","Not Available","Not Available","Not Available","0.64418","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"030083","PARADISE VALLEY HOSPITAL","3929 EAST BELL ROAD","Phoenix","AZ","850322196","MARICOPA","0.85381","Not Available","Not Available","Not Available","0.87997","Not Available","Not Available","Not Available","0.90110","8 out of 10","9 out of 9","9 out of 10","0.49536","7 out of 10","6 out of 9","7 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"030084","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","Chinle","AZ","865031010","APACHE","0.85557","Not Available","Not Available","Not Available","0.88283","Not Available","Not Available","Not Available","0.87905","0 out of 10","0 out of 9","0 out of 10","0.48565","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","Tucson","AZ","85741","PIMA","0.86003","8 out of 10","9 out of 9","9 out of 10","0.88034","0 out of 10","5 out of 9","5 out of 10","0.88239","0 out of 10","1 out of 9","1 out of 10","0.57100","3 out of 10","7 out of 9","7 out of 10","0.838","0 out of 10","2 out of 9","2 out of 10"
"030087","SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","Scottsdale","AZ","85260","MARICOPA","0.86735","10 out of 10","9 out of 9","10 out of 10","0.87809","0 out of 10","0 out of 9","0 out of 10","0.88747","3 out of 10","0 out of 9","3 out of 10","0.46862","8 out of 10","5 out of 9","8 out of 10","0.469","0 out of 10","0 out of 9","0 out of 10"
"030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","Mesa","AZ","852061797","MARICOPA","0.85495","Not Available","Not Available","Not Available","0.88865","4 out of 10","0 out of 9","4 out of 10","0.89875","7 out of 10","3 out of 9","7 out of 10","0.44397","10 out of 10","9 out of 9","10 out of 10","0.647","0 out of 10","3 out of 9","3 out of 10"
"030089","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","Glendale","AZ","853064696","MARICOPA","0.86572","10 out of 10","9 out of 9","10 out of 10","0.88971","4 out of 10","0 out of 9","4 out of 10","0.90350","9 out of 10","9 out of 9","9 out of 10","0.39067","10 out of 10","9 out of 9","10 out of 10","0.617","0 out of 10","0 out of 9","0 out of 10"
"030092","JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 NORTH 27TH AVENUE","Phoenix","AZ","850274002","MARICOPA","0.85640","6 out of 10","4 out of 9","6 out of 10","0.87567","0 out of 10","0 out of 9","0 out of 10","0.89499","6 out of 10","0 out of 9","6 out of 10","0.72730","0 out of 10","0 out of 9","0 out of 10","0.214","5 out of 10","0 out of 9","5 out of 10"
"030093","BANNER DEL E WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","Mesa","AZ","85202","MARICOPA","0.87302","10 out of 10","9 out of 9","10 out of 10","0.90317","10 out of 10","9 out of 9","10 out of 10","0.89804","7 out of 10","7 out of 9","7 out of 10","0.33118","10 out of 10","9 out of 9","10 out of 10","0.535","0 out of 10","3 out of 9","3 out of 10"
